"delta","S","v_star"
0.36,67,-2.2621758991362
0.36,68,-2.26229613812703
0.36,69,-2.26241287880022
0.36,70,-2.26252627163575
0.36,71,-2.2626364586053
0.36,72,-2.26274357376525
0.36,73,-2.26284774380064
0.36,74,-2.26294908852501
0.36,75,-2.26304772134001
0.36,76,-2.26314374965863
0.36,77,-2.26323727529542
0.36,78,-2.26332839482648
0.36,79,-2.26341719992209
0.36,80,-2.2635037776543
0.36,81,-2.2635882107817
0.36,82,-2.26367057801319
0.36,83,-2.26375095425273
0.36,84,-2.26382941082651
0.36,85,-2.26390601569403
0.36,86,-2.26398083364441
0.36,87,-2.26405392647917
0.36,88,-2.26412535318241
0.36,89,-2.26419517007962
0.36,90,-2.26426343098575
0.36,91,-2.26433018734353
0.36,92,-2.26439548835283
0.36,93,-2.26445938109147
0.36,94,-2.26452191062851
0.36,95,-2.26458312013016
0.36,96,-2.26464305095923
0.36,97,-2.26470174276829
0.36,98,-2.26475923358718
0.36,99,-2.26481555990515
0.36,100,-2.26487075674813
0.36,101,-2.26492485775132
0.36,102,-2.26497789522754
0.36,103,-2.2650299002316
0.36,104,-2.26508090262092
0.36,105,-2.26513093111269
0.36,106,-2.26518001333777
0.36,107,-2.26522817589162
0.36,108,-2.26527544438229
0.36,109,-2.26532184347586
0.36,110,-2.26536739693936
0.36,111,-2.26541212768133
0.36,112,-2.26545605779028
0.36,113,-2.26549920857099
0.36,114,-2.26554160057905
0.36,115,-2.26558325365342
0.36,116,-2.26562418694745
0.36,117,-2.26566441895821
0.36,118,-2.26570396755438
0.36,119,-2.26574285000269
0.36,120,-2.26578108299308
0.36,121,-2.26581868266256
0.36,122,-2.26585566461793
0.36,123,-2.2658920439574
0.36,124,-2.26592783529109
0.36,125,-2.26596305276064
0.36,126,-2.26599771005782
0.36,127,-2.26603182044228
0.36,128,-2.26606539675847
0.36,129,-2.26609845145174
0.36,130,-2.26613099658377
0.36,131,-2.26616304384718
0.36,132,-2.26619460457958
0.36,133,-2.26622568977696
0.36,134,-2.26625631010638
0.36,135,-2.26628647591828
0.36,136,-2.26631619725807
0.36,137,-2.26634548387729
0.36,138,-2.26637434524433
0.36,139,-2.26640279055456
0.36,140,-2.26643082874017
0.36,141,-2.26645846847945
0.36,142,-2.26648571820581
0.36,143,-2.26651258611633
0.36,144,-2.26653908017996
0.36,145,-2.26656520814544
0.36,146,-2.26659097754884
0.36,147,-2.26661639572077
0.36,148,-2.26664146979341
0.36,149,-2.26666620670711
0.36,150,-2.26669061321682
0.36,151,-2.26671469589827
0.36,152,-2.26673846115381
0.36,153,-2.26676191521814
0.36,154,-2.26678506416376
0.36,155,-2.26680791390617
0.36,156,-2.26683047020894
0.36,157,-2.26685273868858
0.36,158,-2.26687472481915
0.36,159,-2.26689643393677
0.36,160,-2.26691787124395
0.36,161,-2.26693904181373
0.36,162,-2.2669599505937
0.36,163,-2.26698060240982
0.36,164,-2.26700100197017
0.36,165,-2.26702115386851
0.36,166,-2.26704106258775
0.36,167,-2.26706073250322
0.36,168,-2.26708016788595
0.36,169,-2.26709937290569
0.36,170,-2.26711835163397
0.36,171,-2.26713710804689
0.36,172,-2.26715564602797
0.36,173,-2.26717396937079
0.36,174,-2.2671920817816
0.36,175,-2.2672099868818
0.36,176,-2.26722768821036
0.36,177,-2.26724518922616
0.36,178,-2.26726249331025
0.36,179,-2.26727960376799
0.36,180,-2.26729652383121
0.36,181,-2.26731325666019
0.36,182,-2.26732980534566
0.36,183,-2.26734617291071
0.36,184,-2.2673623623126
0.36,185,-2.26737837644457
0.36,186,-2.26739421813754
0.36,187,-2.2674098901618
0.36,188,-2.26742539522862
0.36,189,-2.2674407359918
0.36,190,-2.2674559150492
0.36,191,-2.26747093494419
0.36,192,-2.26748579816709
0.36,193,-2.26750050715653
0.36,194,-2.2675150643008
0.36,195,-2.26752947193913
0.36,196,-2.26754373236295
0.36,197,-2.26755784781708
0.36,198,-2.26757182050097
0.36,199,-2.26758565256976
0.36,200,-2.26759934613546
0.37,2,-1.81556149509327
0.37,3,-1.95930645714565
0.37,4,-2.02173444516496
0.37,5,-2.05679260706422
0.37,6,-2.0792789302331
0.37,7,-2.09492566939618
0.37,8,-2.10645240888251
0.37,9,-2.11529505172509
0.37,10,-2.12229655071938
0.37,11,-2.12797558793838
0.37,12,-2.13267428698944
0.37,13,-2.13662723241802
0.37,14,-2.14000443895516
0.37,15,-2.14291020845824
0.37,16,-2.14544662152378
0.37,17,-2.14767985294268
0.37,18,-2.14966116829259
0.37,19,-2.1514247541015
0.37,20,-2.15300829279635
0.37,21,-2.15443907545658
0.37,22,-2.15573818068941
0.37,23,-2.15692298070891
0.37,24,-2.15800792145279
0.37,25,-2.15900511367128
0.37,26,-2.15992478633802
0.37,27,-2.16077241006093
0.37,28,-2.16155861665447
0.37,29,-2.16229009828631
0.37,30,-2.16297237550855
0.37,31,-2.16361025062188
0.37,32,-2.16420792078719
0.37,33,-2.16476907041738
0.37,34,-2.16529694714568
0.37,35,-2.16579442467801
0.37,36,-2.166264055097
0.37,37,-2.16670811262664
0.37,38,-2.16712863044073
0.37,39,-2.16752743177179
0.37,40,-2.16790615632386
0.37,41,-2.16826628279603
0.37,42,-2.16860914816868
0.37,43,-2.16893596428255
0.37,44,-2.16924783214386
0.37,45,-2.16954575431103
0.37,46,-2.16983064565678
0.37,47,-2.17010292611993
0.37,48,-2.17036314339655
0.37,49,-2.17061268135327
0.37,50,-2.17085218414503
0.37,51,-2.1710822451457
0.37,52,-2.1713034118552
0.37,53,-2.17151619024826
0.37,54,-2.17172104863784
0.37,55,-2.17191842111504
0.37,56,-2.17210871061882
0.37,57,-2.17229229168107
0.37,58,-2.17246951288651
0.37,59,-2.17264069908133
0.37,60,-2.17280615335996
0.37,61,-2.17296615885568
0.37,62,-2.17312098035717
0.37,63,-2.17327086577045
0.37,64,-2.17341604744328
0.37,65,-2.17355674336676
0.37,66,-2.17369315826726
0.37,67,-2.17382548460026
0.37,68,-2.17395390345605
0.37,69,-2.17407858538649
0.37,70,-2.17419969116056
0.37,71,-2.17431737245585
0.37,72,-2.17443177249223
0.37,73,-2.17454302661326
0.37,74,-2.17465126282022
0.37,75,-2.17475660226339
0.37,76,-2.17485915969429
0.37,77,-2.17495904388263
0.37,78,-2.17505635800107
0.37,79,-2.17515119998064
0.37,80,-2.17524366283944
0.37,81,-2.17533383498691
0.37,82,-2.17542180050571
0.37,83,-2.17550763941326
0.37,84,-2.17559142790446
0.37,85,-2.17567323857724
0.37,86,-2.17575314064235
0.37,87,-2.1758312001186
0.37,88,-2.17590748001481
0.37,89,-2.17598204049938
0.37,90,-2.17605493905855
0.37,91,-2.17612623064425
0.37,92,-2.17619596781219
0.37,93,-2.1762642008511
0.37,94,-2.17633097790362
0.37,95,-2.17639634507956
0.37,96,-2.17646034656214
0.37,97,-2.1765230247075
0.37,98,-2.17658442013821
0.37,99,-2.17664457183105
0.37,100,-2.17670351719951
0.37,101,-2.17676129217143
0.37,102,-2.17681793126195
0.37,103,-2.17687346764233
0.37,104,-2.17692793320468
0.37,105,-2.17698135862305
0.37,106,-2.17703377341103
0.37,107,-2.17708520597611
0.37,108,-2.17713568367102
0.37,109,-2.17718523284222
0.37,110,-2.17723387887577
0.37,111,-2.17728164624067
0.37,112,-2.17732855852994
0.37,113,-2.17737463849941
0.37,114,-2.17741990810461
0.37,115,-2.17746438853557
0.37,116,-2.17750810024992
0.37,117,-2.17755106300428
0.37,118,-2.17759329588401
0.37,119,-2.17763481733147
0.37,120,-2.1776756451729
0.37,121,-2.17771579664392
0.37,122,-2.17775528841379
0.37,123,-2.17779413660848
0.37,124,-2.17783235683263
0.37,125,-2.17786996419045
0.37,126,-2.17790697330562
0.37,127,-2.17794339834023
0.37,128,-2.17797925301288
0.37,129,-2.1780145506159
0.37,130,-2.17804930403176
0.37,131,-2.17808352574874
0.37,132,-2.17811722787593
0.37,133,-2.17815042215748
0.37,134,-2.17818311998627
0.37,135,-2.17821533241692
0.37,136,-2.17824707017827
0.37,137,-2.17827834368529
0.37,138,-2.17830916305046
0.37,139,-2.17833953809469
0.37,140,-2.17836947835775
0.37,141,-2.17839899310825
0.37,142,-2.17842809135322
0.37,143,-2.17845678184725
0.37,144,-2.17848507310131
0.37,145,-2.17851297339113
0.37,146,-2.17854049076527
0.37,147,-2.1785676330529
0.37,148,-2.1785944078712
0.37,149,-2.17862082263246
0.37,150,-2.17864688455098
0.37,151,-2.17867260064959
0.37,152,-2.17869797776599
0.37,153,-2.1787230225588
0.37,154,-2.17874774151335
0.37,155,-2.17877214094736
0.37,156,-2.17879622701624
0.37,157,-2.1788200057183
0.37,158,-2.17884348289977
0.37,159,-2.1788666642595
0.37,160,-2.17888955535366
0.37,161,-2.17891216160014
0.37,162,-2.17893448828283
0.37,163,-2.17895654055572
0.37,164,-2.1789783234469
0.37,165,-2.17899984186236
0.37,166,-2.17902110058968
0.37,167,-2.17904210430158
0.37,168,-2.17906285755935
0.37,169,-2.17908336481612
0.37,170,-2.17910363042012
0.37,171,-2.17912365861765
0.37,172,-2.17914345355613
0.37,173,-2.17916301928695
0.37,174,-2.17918235976818
0.37,175,-2.17920147886732
0.37,176,-2.17922038036379
0.37,177,-2.1792390679515
0.37,178,-2.17925754524123
0.37,179,-2.17927581576291
0.37,180,-2.17929388296795
0.37,181,-2.17931175023134
0.37,182,-2.1793294208538
0.37,183,-2.17934689806379
0.37,184,-2.17936418501949
0.37,185,-2.17938128481067
0.37,186,-2.17939820046058
0.37,187,-2.1794149349277
0.37,188,-2.17943149110746
0.37,189,-2.17944787183394
0.37,190,-2.17946407988147
0.37,191,-2.17948011796617
0.37,192,-2.17949598874753
0.37,193,-2.1795116948298
0.37,194,-2.1795272387635
0.37,195,-2.17954262304674
0.37,196,-2.17955785012657
0.37,197,-2.17957292240028
0.37,198,-2.1795878422167
0.37,199,-2.17960261187734
0.37,200,-2.17961723363764
0.38,2,-1.70248815190731
0.38,3,-1.85934095740268
0.38,4,-1.9267494925862
0.38,5,-1.96444230301841
0.38,6,-1.98855792683252
0.38,7,-2.0053146829996
0.38,8,-2.01764578007501
0.38,9,-2.02709688401863
0.38,10,-2.03457285944326
0.38,11,-2.04064030420862
0.38,12,-2.0456513861933
0.38,13,-2.04987489113722
0.38,14,-2.05346674942081
0.38,15,-2.05657027526866
0.38,16,-2.05927902243121
0.38,17,-2.06165629774233
0.38,18,-2.06376246104126
0.38,19,-2.06564365598823
0.38,20,-2.067334082205
0.38,21,-2.06886134462212
0.38,22,-2.07024688717165
0.38,23,-2.07150594445772
0.38,24,-2.07265886334778
0.38,25,-2.07371851798683
0.38,26,-2.0746957819169
0.38,27,-2.07559990205367
0.38,28,-2.07643879181625
0.38,29,-2.0772192630873
0.38,30,-2.07794721139198
0.38,31,-2.07862776494294
0.38,32,-2.07926540551667
0.38,33,-2.0798640671815
0.38,34,-2.0804254141192
0.38,35,-2.0809538878461
0.38,36,-2.0814527750529
0.38,37,-2.08192449231944
0.38,38,-2.08237120005996
0.38,39,-2.0827948355855
0.38,40,-2.08319714117513
0.38,41,-2.08357968801328
0.38,42,-2.08394389668638
0.38,43,-2.08429105480229
0.38,44,-2.08462233219272
0.38,45,-2.084938794077
0.38,46,-2.08524141249901
0.38,47,-2.0855310762959
0.38,48,-2.0858085998139
0.38,49,-2.08607473055113
0.38,50,-2.0863301558784
0.38,51,-2.08657550896527
0.38,52,-2.08681137401872
0.38,53,-2.08703829092593
0.38,54,-2.08725675937854
0.38,55,-2.08746724254484
0.38,56,-2.0876701703466
0.38,57,-2.08786594238942
0.38,58,-2.08805493058841
0.38,59,-2.08823748152579
0.38,60,-2.08841391857152
0.38,61,-2.08858454379452
0.38,62,-2.08874963968809
0.38,63,-2.08890947073027
0.38,64,-2.08906428479736
0.38,65,-2.08921431444639
0.38,66,-2.08935977808046
0.38,67,-2.08950088100941
0.38,68,-2.08963781641642
0.38,69,-2.08977076624032
0.38,70,-2.08989990198186
0.38,71,-2.09002528172082
0.38,72,-2.0901467675148
0.38,73,-2.09026491226994
0.38,74,-2.09037985193699
0.38,75,-2.09049171518966
0.38,76,-2.0906006239051
0.38,77,-2.09070669360676
0.38,78,-2.09081003387309
0.38,79,-2.09091074871511
0.38,80,-2.09100893692553
0.38,81,-2.09110469240196
0.38,82,-2.09119810444637
0.38,83,-2.09128925804283
0.38,84,-2.09137823411537
0.38,85,-2.09146510976757
0.38,86,-2.09154995850537
0.38,87,-2.09163285044449
0.38,88,-2.09171385250363
0.38,89,-2.09179302858465
0.38,90,-2.09187043974066
0.38,91,-2.09194614433302
0.38,92,-2.09202019817806
0.38,93,-2.09209265468434
0.38,94,-2.09216356498105
0.38,95,-2.09223297803833
0.38,96,-2.09230094078006
0.38,97,-2.09236749818964
0.38,98,-2.09243269340925
0.38,99,-2.09249656783307
0.38,100,-2.092559161195
0.38,101,-2.09262051165099
0.38,102,-2.09268065585664
0.38,103,-2.09273962904025
0.38,104,-2.09279746507154
0.38,105,-2.09285419652661
0.38,106,-2.09290985474905
0.38,107,-2.0929644699077
0.38,108,-2.09301807105119
0.38,109,-2.09307068615943
0.38,110,-2.09312234219234
0.38,111,-2.09317306513587
0.38,112,-2.09322288004563
0.38,113,-2.09327181108812
0.38,114,-2.09331988157983
0.38,115,-2.09336711402431
0.38,116,-2.09341353014725
0.38,117,-2.09345915092985
0.38,118,-2.09350399664038
0.38,119,-2.09354808686428
0.38,120,-2.09359144053259
0.38,121,-2.09363407594912
0.38,122,-2.0936760108162
0.38,123,-2.09371726225916
0.38,124,-2.09375784684966
0.38,125,-2.0937977806279
0.38,126,-2.09383707912376
0.38,127,-2.09387575737689
0.38,128,-2.09391382995596
0.38,129,-2.0939513109769
0.38,130,-2.09398821412039
0.38,131,-2.0940245526485
0.38,132,-2.09406033942056
0.38,133,-2.09409558690835
0.38,134,-2.09413030721059
0.38,135,-2.09416451206677
0.38,136,-2.0941982128704
0.38,137,-2.09423142068167
0.38,138,-2.09426414623953
0.38,139,-2.09429639997326
0.38,140,-2.09432819201359
0.38,141,-2.09435953220328
0.38,142,-2.09439043010729
0.38,143,-2.09442089502249
0.38,144,-2.09445093598703
0.38,145,-2.09448056178923
0.38,146,-2.09450978097619
0.38,147,-2.09453860186198
0.38,148,-2.09456703253556
0.38,149,-2.09459508086831
0.38,150,-2.09462275452135
0.38,151,-2.09465006095244
0.38,152,-2.09467700742276
0.38,153,-2.09470360100328
0.38,154,-2.09472984858099
0.38,155,-2.09475575686483
0.38,156,-2.09478133239141
0.38,157,-2.0948065815305
0.38,158,-2.09483151049034
0.38,159,-2.09485612532269
0.38,160,-2.09488043192778
0.38,161,-2.09490443605896
0.38,162,-2.09492814332732
0.38,163,-2.09495155920598
0.38,164,-2.09497468903437
0.38,165,-2.09499753802224
0.38,166,-2.09502011125361
0.38,167,-2.09504241369051
0.38,168,-2.09506445017664
0.38,169,-2.09508622544086
0.38,170,-2.09510774410057
0.38,171,-2.09512901066501
0.38,172,-2.09515002953836
0.38,173,-2.09517080502282
0.38,174,-2.09519134132152
0.38,175,-2.09521164254137
0.38,176,-2.09523171269578
0.38,177,-2.09525155570735
0.38,178,-2.09527117541035
0.38,179,-2.09529057555327
0.38,180,-2.09530975980116
0.38,181,-2.09532873173794
0.38,182,-2.09534749486864
0.38,183,-2.09536605262158
0.38,184,-2.09538440835043
0.38,185,-2.09540256533622
0.38,186,-2.09542052678933
0.38,187,-2.09543829585138
0.38,188,-2.09545587559701
0.38,189,-2.09547326903572
0.38,190,-2.09549047911357
0.38,191,-2.09550750871479
0.38,192,-2.09552436066347
0.38,193,-2.09554103772507
0.38,194,-2.09555754260796
0.38,195,-2.09557387796485
0.38,196,-2.09559004639425
0.38,197,-2.09560605044185
0.38,198,-2.09562189260181
0.38,199,-2.0956375753181
0.38,200,-2.09565310098574
0.39,2,-1.5920041707782
0.39,3,-1.76268408077645
0.39,4,-1.83526067879456
0.39,5,-1.87566307674145
0.39,6,-1.90144842856081
0.39,7,-1.91934293679216
0.39,8,-1.93248785595101
0.39,9,-1.94255944983858
0.39,10,-1.95052555964774
0.39,11,-1.95697505205664
0.39,12,-1.96231244523679
0.39,13,-1.96679810566386
0.39,14,-1.97062671121021
0.39,15,-1.97392188292949
0.39,16,-1.97679775358689
0.39,17,-1.97932950605138
0.39,18,-1.98156813608028
0.39,19,-1.9835648034471
0.39,20,-1.98535892872329
0.39,21,-1.98697982728467
0.39,22,-1.98845142008962
0.39,23,-1.98979341941095
0.39,24,-1.99101765523007
0.39,25,-1.9921419809437
0.39,26,-1.9931788644743
0.39,27,-1.99413812178183
0.39,28,-1.99502815302679
0.39,29,-1.9958561888791
0.39,30,-1.99662848714734
0.39,31,-1.99735049103573
0.39,32,-1.99802695748828
0.39,33,-1.99866206201376
0.39,34,-1.99925948486961
0.39,35,-1.99982248236033
0.39,36,-2.00035241423429
0.39,37,-2.00085275196485
0.39,38,-2.00132655753455
0.39,39,-2.00177588655736
0.39,40,-2.00220258767441
0.39,41,-2.00260832796022
0.39,42,-2.00299461467662
0.39,43,-2.00336281397271
0.39,44,-2.00371416701926
0.39,45,-2.00404980397924
0.39,46,-2.00437075614545
0.39,47,-2.0046779665199
0.39,48,-2.00497229906329
0.39,49,-2.00525454680568
0.39,50,-2.00552543897869
0.39,51,-2.00578564730403
0.39,52,-2.00603579155279
0.39,53,-2.006276444472
0.39,54,-2.00650813616115
0.39,55,-2.00673135796882
0.39,56,-2.00694656596977
0.39,57,-2.00715418407435
0.39,58,-2.0073546068146
0.39,59,-2.00754820184574
0.39,60,-2.00773531219643
0.39,61,-2.00791625829657
0.39,62,-2.00809133980809
0.39,63,-2.0082608372805
0.39,64,-2.00842501365071
0.39,65,-2.00858411560366
0.39,66,-2.00873837480881
0.39,67,-2.00888800904546
0.39,68,-2.00903322322831
0.39,69,-2.00917421034351
0.39,70,-2.00931115230417
0.39,71,-2.00944422073324
0.39,72,-2.00957357768095
0.39,73,-2.00969937628304
0.39,74,-2.00982176136539
0.39,75,-2.0099408700001
0.39,76,-2.01005659387051
0.39,77,-2.01016905934209
0.39,78,-2.01027863049588
0.39,79,-2.010385417637
0.39,80,-2.01048952553596
0.39,81,-2.0105910537715
0.39,82,-2.01069009704821
0.39,83,-2.01078674549118
0.39,84,-2.01088108491943
0.39,85,-2.01097319710008
0.39,86,-2.01106315998469
0.39,87,-2.01115104792922
0.39,88,-2.01123693189901
0.39,89,-2.01132087965983
0.39,90,-2.0114029559562
0.39,91,-2.0114832226779
0.39,92,-2.0115617390156
0.39,93,-2.01163856160639
0.39,94,-2.01171374467004
0.39,95,-2.01178734013656
0.39,96,-2.01185939776587
0.39,97,-2.01192996525991
0.39,98,-2.01199908836802
0.39,99,-2.01206681098576
0.39,100,-2.0121331752479
0.39,101,-2.01219822161583
0.39,102,-2.01226198895981
0.39,103,-2.01232451463641
0.39,104,-2.01238583456149
0.39,105,-2.01244598327898
0.39,106,-2.0125049940258
0.39,107,-2.01256289879303
0.39,108,-2.01261972838382
0.39,109,-2.01267551246794
0.39,110,-2.01273027963351
0.39,111,-2.01278405743578
0.39,112,-2.01283687244338
0.39,113,-2.01288875028212
0.39,114,-2.01293971567638
0.39,115,-2.01298979248845
0.39,116,-2.01303900375576
0.39,117,-2.0130873717262
0.39,118,-2.0131349178917
0.39,119,-2.01318166302002
0.39,120,-2.01322762718502
0.39,121,-2.01327282979541
0.39,122,-2.01331728962204
0.39,123,-2.01336102482393
0.39,124,-2.01340405297296
0.39,125,-2.01344639107743
0.39,126,-2.01348805560448
0.39,127,-2.01352906250141
0.39,128,-2.01356942721607
0.39,129,-2.01360916471625
0.39,130,-2.01364828950817
0.39,131,-2.01368681565416
0.39,132,-2.01372475678946
0.39,133,-2.01376212613838
0.39,134,-2.01379893652963
0.39,135,-2.01383520041098
0.39,136,-2.01387092986334
0.39,137,-2.01390613661414
0.39,138,-2.01394083205019
0.39,139,-2.01397502722995
0.39,140,-2.01400873289527
0.39,141,-2.01404195948264
0.39,142,-2.01407471713399
0.39,143,-2.01410701570697
0.39,144,-2.01413886478487
0.39,145,-2.0141702736861
0.39,146,-2.01420125147325
0.39,147,-2.01423180696185
0.39,148,-2.01426194872869
0.39,149,-2.01429168511988
0.39,150,-2.01432102425853
0.39,151,-2.01434997405217
0.39,152,-2.01437854219985
0.39,153,-2.01440673619893
0.39,154,-2.01443456335171
0.39,155,-2.01446203077166
0.39,156,-2.01448914538954
0.39,157,-2.01451591395919
0.39,158,-2.01454234306317
0.39,159,-2.01456843911813
0.39,160,-2.01459420838002
0.39,161,-2.0146196569491
0.39,162,-2.01464479077471
0.39,163,-2.01466961565995
0.39,164,-2.01469413726614
0.39,165,-2.01471836111712
0.39,166,-2.01474229260336
0.39,167,-2.01476593698604
0.39,168,-2.01478929940083
0.39,169,-2.01481238486165
0.39,170,-2.01483519826424
0.39,171,-2.01485774438963
0.39,172,-2.01488002790748
0.39,173,-2.01490205337929
0.39,174,-2.01492382526153
0.39,175,-2.01494534790866
0.39,176,-2.01496662557598
0.39,177,-2.01498766242248
0.39,178,-2.01500846251355
0.39,179,-2.01502902982359
0.39,180,-2.0150493682385
0.39,181,-2.01506948155821
0.39,182,-2.01508937349899
0.39,183,-2.01510904769574
0.39,184,-2.01512850770423
0.39,185,-2.01514775700323
0.39,186,-2.01516679899656
0.39,187,-2.01518563701514
0.39,188,-2.01520427431892
0.39,189,-2.01522271409872
0.39,190,-2.0152409594781
0.39,191,-2.01525901351511
0.39,192,-2.01527687920398
0.39,193,-2.01529455947681
0.39,194,-2.01531205720515
0.39,195,-2.01532937520154
0.39,196,-2.01534651622106
0.39,197,-2.01536348296275
0.39,198,-2.01538027807106
0.39,199,-2.0153969041372
0.39,200,-2.01541336370047
0.4,2,-1.48383292504348
0.4,3,-1.6690903306415
0.4,4,-1.74700644353435
0.4,5,-1.79019639120548
0.4,6,-1.8176809284575
0.4,7,-1.83672823589397
0.4,8,-1.85071499663456
0.4,9,-1.86141563229634
0.4,10,-1.86987435871653
0.4,11,-1.8767190837438
0.4,12,-1.88238240203154
0.4,13,-1.88714080281627
0.4,14,-1.89119912054743
0.4,15,-1.89469358032208
0.4,16,-1.89774317082295
0.4,17,-1.90042564664479
0.4,18,-1.90279562430741
0.4,19,-1.90491226593093
0.4,20,-1.90681410468081
0.4,21,-1.90853224055172
0.4,22,-1.91009162327177
0.4,23,-1.91150745969296
0.4,24,-1.91280386473791
0.4,25,-1.91399533236764
0.4,26,-1.91509410332034
0.4,27,-1.91611058643914
0.4,28,-1.91705368889666
0.4,29,-1.91793107749286
0.4,30,-1.918749387242
0.4,31,-1.91951438924769
0.4,32,-1.92023009031292
0.4,33,-1.92089998076613
0.4,34,-1.92153012499067
0.4,35,-1.92212395768199
0.4,36,-1.92268452894521
0.4,37,-1.92321455664877
0.4,38,-1.92371647045396
0.4,39,-1.92419244902443
0.4,40,-1.9246444516169
0.4,41,-1.92507424501851
0.4,42,-1.92548342661116
0.4,43,-1.92587344419733
0.4,44,-1.92624561310562
0.4,45,-1.92660113100165
0.4,46,-1.92694109075565
0.4,47,-1.92726649165768
