delta,S,regime,n_zero_crossings,v_star
0.4,8,screening,1,-1.8507072349957636
0.4,10,screening,1,-1.8697189918658492
0.4,12,screening,1,-1.8822430209943015
0.4,14,screening,1,-1.8911122585565452
0.4,16,screening,1,-1.897721291825859
0.4,18,screening,1,-1.9027692601071087
0.4,20,screening,1,-1.906750553371193
0.4,22,screening,1,-1.9099987918765655
0.4,24,screening,1,-1.912699285811581
0.4,26,screening,1,-1.9149797608771237
0.4,28,screening,1,-1.9169311071391693
0.4,30,screening,1,-1.9186197616884377
0.4,32,screening,1,-1.9200954120155713
0.4,34,screening,1,-1.9213959604364759
0.4,36,screening,1,-1.922550821954041
0.4,38,screening,1,-1.9235831735797746
0.4,40,screening,1,-1.924511524427135
0.4,42,screening,1,-1.9253508343697547
0.4,44,screening,1,-1.9261133257512406
0.4,46,screening,1,-1.9268090820990715
0.4,48,screening,1,-1.9274464963096498
0.4,50,screening,1,-1.9280326106781076
0.4,52,screening,1,-1.9285733780425902
0.4,54,screening,1,-1.9290738645976693
0.4,56,screening,1,-1.9295384090308003
0.4,58,screening,1,-1.9299707485745237
0.4,60,screening,1,-1.9303741197296473
0.4,62,screening,1,-1.9307513394045077
0.4,64,screening,1,-1.9311048707729916
0.4,66,screening,1,-1.931436877106558
0.4,68,screening,1,-1.9317492660664664
0.4,70,screening,1,-1.9320437263718742
0.4,72,screening,1,-1.9323217583321075
0.4,74,screening,1,-1.932584699408416
0.4,76,screening,1,-1.9328337457242608
0.4,78,screening,1,-1.933069970254003
0.4,80,screening,1,-1.9332943382733536
0.4,82,screening,1,-1.9335077205407303
0.4,84,screening,1,-1.9337109045890075
0.4,86,screening,1,-1.933904604436303
0.4,88,screening,1,-1.9340894689681467
0.4,90,screening,1,-1.9342660891983716
0.4,92,screening,1,-1.9344350045799004
0.4,94,screening,1,-1.9345967085073692
0.4,96,screening,1,-1.9347516531298037
0.4,98,screening,1,-1.9349002535722075
0.4,100,screening,1,-1.9350428916490596
0.4,102,screening,1,-1.9351799191396557
0.4,104,screening,1,-1.9353116606844463
0.4,106,screening,1,-1.9354384163525657
0.4,108,screening,1,-1.9355604639232926
0.4,110,screening,1,-1.9356780609179516
0.4,112,screening,1,-1.9357914464135255
0.4,114,screening,1,-1.935900842664863
0.4,116,screening,1,-1.9360064565586415
0.4,118,screening,1,-1.9361084809190858
0.4,120,screening,1,-1.9362070956827981
0.4,122,screening,1,-1.9363024689577386
0.4,124,screening,1,-1.9363947579794816
0.4,126,screening,1,-1.9364841099761771
0.4,128,screening,1,-1.9365706629522357
0.4,130,screening,1,-1.9366545463995035
0.4,132,screening,1,-1.9367358819436393
0.4,134,screening,1,-1.936814783932471
0.4,136,screening,1,-1.9368913599723327
0.4,138,screening,1,-1.9369657114176515
0.4,140,screening,1,-1.9370379338184873
0.4,142,screening,1,-1.9371081173301652
0.4,144,screening,1,-1.937176347088705
0.4,146,screening,1,-1.9372427035553272
0.4,148,screening,1,-1.9373072628329686
0.4,150,screening,1,-1.9373700969574266
0.4,152,screening,1,-1.9374312741654713
0.4,154,screening,1,-1.9374908591420263
0.4,156,screening,1,-1.9375489132482966
0.4,158,screening,1,-1.937605494732538
0.4,160,screening,1,-1.9376606589249876
0.4,162,screening,1,-1.937714458418332
0.4,164,screening,1,-1.937766943234939
0.4,166,screening,1,-1.9378181609819842
0.4,168,screening,1,-1.937868156995475
0.4,170,screening,1,-1.9379169744740876
0.4,172,screening,1,-1.9379646546036549
0.4,174,screening,1,-1.938011236673049
0.4,176,screening,1,-1.9380567581821513
0.4,178,screening,1,-1.9381012549425338
0.4,180,screening,1,-1.9381447611714087
0.4,182,screening,1,-1.9381873095793845
0.4,184,screening,1,-1.938228931452479
0.4,186,screening,1,-1.9382696567288398
0.4,188,screening,1,-1.938309514070554
0.4,190,screening,1,-1.938348530930921
0.4,192,screening,1,-1.938386733617509
0.4,194,screening,1,-1.938424147351308
0.4,196,screening,1,-1.9384607963222542
0.4,198,screening,1,-1.9384967037413852
0.4,200,screening,1,-1.938531891889858
0.41000000000000003,2,screening,1,-1.3774184877649691
0.41000000000000003,4,screening,1,-1.6615936999876366
0.41000000000000003,6,screening,1,-1.7368748113554249
0.41000000000000003,8,screening,1,-1.7719055899887368
0.41000000000000003,10,screening,1,-1.7922915038924636
0.41000000000000003,12,screening,1,-1.8055591594957232
0.41000000000000003,14,screening,1,-1.8148158949738755
0.41000000000000003,16,screening,1,-1.8217165451071207
0.41000000000000003,18,screening,1,-1.8270583464723251
0.41000000000000003,20,screening,1,-1.831315542258653
0.41000000000000003,22,screening,1,-1.8347878246312055
0.41000000000000003,24,screening,1,-1.8376738381826057
0.41000000000000003,26,screening,1,-1.8401104400135637
0.41000000000000003,28,screening,1,-1.8421949813406382
0.41000000000000003,30,screening,1,-1.8439985985121534
0.41000000000000003,32,screening,1,-1.8455744779437233
0.41000000000000003,34,screening,1,-1.846963180398629
0.41000000000000003,36,screening,1,-1.8481961766811112
0.41000000000000003,38,screening,1,-1.8492982584206803
0.41000000000000003,40,screening,1,-1.850282712264923
0.41000000000000003,42,screening,1,-1.8511584633352984
0.41000000000000003,44,screening,1,-1.85195409123275
0.41000000000000003,46,screening,1,-1.8526801093477068
0.41000000000000003,48,screening,1,-1.8533452690057008
0.41000000000000003,50,screening,1,-1.8539569137394687
0.41000000000000003,52,screening,1,-1.8545212513995895
0.41000000000000003,54,screening,1,-1.8550435655047501
0.41000000000000003,56,screening,1,-1.8555283810909784
0.41000000000000003,58,screening,1,-1.855979596091521
0.41000000000000003,60,screening,1,-1.8564005863248845
0.41000000000000003,62,screening,1,-1.8567942900754868
0.41000000000000003,64,screening,1,-1.8571632767492823
0.41000000000000003,66,screening,1,-1.857509802995836
0.41000000000000003,68,screening,1,-1.8578358588873072
0.41000000000000003,70,screening,1,-1.8581432061504992
0.41000000000000003,72,screening,1,-1.8584334100029103
0.41000000000000003,74,screening,1,-1.8587078658072236
0.41000000000000003,76,screening,1,-1.8589678215020937
0.41000000000000003,78,screening,1,-1.8592143965699455
0.41000000000000003,80,screening,1,-1.8594485981498565
0.41000000000000003,82,screening,1,-1.8596713347845557
0.41000000000000003,84,screening,1,-1.85988342819712
0.41000000000000003,86,screening,1,-1.860085623419141
0.41000000000000003,88,screening,1,-1.8602785975334348
0.41000000000000003,90,screening,1,-1.8604629672474664
0.41000000000000003,92,screening,1,-1.8606392954759512
0.41000000000000003,94,screening,1,-1.8608080970806435
0.41000000000000003,96,screening,1,-1.860969843890561
0.41000000000000003,98,screening,1,-1.86112496910574
0.41000000000000003,100,screening,1,-1.8612738711710635
0.41000000000000003,102,screening,1,-1.8614169171930899
0.41000000000000003,104,screening,1,-1.8615544459615725
0.41000000000000003,106,screening,1,-1.8616867706280098
0.41000000000000003,108,screening,1,-1.8618141810858069
0.41000000000000003,110,screening,1,-1.8619369460901196
0.41000000000000003,112,screening,1,-1.8620553151499948
0.41000000000000003,114,screening,1,-1.8621695202208497
0.41000000000000003,116,screening,1,-1.862279777221441
0.41000000000000003,118,screening,1,-1.8623862873961914
0.41000000000000003,120,screening,1,-1.8624892385409662
0.41000000000000003,122,screening,1,-1.8625888061079996
0.41000000000000003,124,screening,1,-1.8626851542036478
0.41000000000000003,126,screening,1,-1.8627784364909057
0.41000000000000003,128,screening,1,-1.8628687970071192
0.41000000000000003,130,screening,1,-1.8629563709060606
0.41000000000000003,132,screening,1,-1.8630412851323863
0.41000000000000003,134,screening,1,-1.8631236590355742
0.41000000000000003,136,screening,1,-1.8632036049295744
0.41000000000000003,138,screening,1,-1.8632812286036928
0.41000000000000003,140,screening,1,-1.8633566297895963
0.41000000000000003,142,screening,1,-1.8634299025887728
0.41000000000000003,144,screening,1,-1.8635011358643
0.41000000000000003,146,screening,1,-1.8635704136003493
0.41000000000000003,148,screening,1,-1.8636378152324835
0.41000000000000003,150,screening,1,-1.863703415951484
0.41000000000000003,152,screening,1,-1.8637672869831419
0.41000000000000003,154,screening,1,-1.8638294958462096
0.41000000000000003,156,screening,1,-1.863890106590472
0.41000000000000003,158,screening,1,-1.8639491800167036
0.41000000000000003,160,screening,1,-1.8640067738800974
0.41000000000000003,162,screening,1,-1.8640629430786058
0.41000000000000003,164,screening,1,-1.8641177398274638
0.41000000000000003,166,screening,1,-1.8641712138210835
0.41000000000000003,168,screening,1,-1.864223412383366
0.41000000000000003,170,screening,1,-1.864274380607374
0.41000000000000003,172,screening,1,-1.8643241614852584
0.41000000000000003,174,screening,1,-1.8643727960291956
0.41000000000000003,176,screening,1,-1.864420323384075
0.41000000000000003,178,screening,1,-1.8644667809325761
0.41000000000000003,180,screening,1,-1.8645122043932212
0.41000000000000003,182,screening,1,-1.8645566279119656
0.41000000000000003,184,screening,1,-1.8646000841477943
0.41000000000000003,186,screening,1,-1.864642604352792
0.41000000000000003,188,screening,1,-1.8646842184470962
0.41000000000000003,190,screening,1,-1.8647249550891065
0.41000000000000003,192,screening,1,-1.8647648417412972
0.41000000000000003,194,screening,1,-1.8648039047319598
0.41000000000000003,196,screening,1,-1.8648421693131538
0.41000000000000003,198,screening,1,-1.86487965971514
0.41000000000000003,200,screening,1,-1.8649163991975488
0.42000000000000004,2,screening,1,-1.2731750391167433
0.42000000000000004,4,screening,1,-1.5790492244437881
0.42000000000000004,6,screening,1,-1.6591277634530575
0.42000000000000004,8,screening,1,-1.6963133866611366
0.42000000000000004,10,screening,1,-1.7176606753907426
0.42000000000000004,12,screening,1,-1.7316499989970051
0.42000000000000004,14,screening,1,-1.7415541420563447
0.42000000000000004,16,screening,1,-1.7489323658912825
0.42000000000000004,18,screening,1,-1.7545254657186107
0.42000000000000004,20,screening,1,-1.7589625013930268
0.42000000000000004,22,screening,1,-1.7625821163900934
0.42000000000000004,24,screening,1,-1.7655910259181655
0.42000000000000004,26,screening,1,-1.7681316936300893
0.42000000000000004,28,screening,1,-1.7703054858948208
0.42000000000000004,30,screening,1,-1.7721864895016157
0.42000000000000004,32,screening,1,-1.7738301072743778
0.42000000000000004,34,screening,1,-1.7752785970886729
0.42000000000000004,36,screening,1,-1.7765647511352747
0.42000000000000004,38,screening,1,-1.777714405167521
0.42000000000000004,40,screening,1,-1.7787481898825273
0.42000000000000004,42,screening,1,-1.779682778639279
0.42000000000000004,44,screening,1,-1.7805317927421827
0.42000000000000004,46,screening,1,-1.7813064691222782
0.42000000000000004,48,screening,1,-1.7820161601121924
0.42000000000000004,50,screening,1,-1.7826687125889127
0.42000000000000004,52,screening,1,-1.783270759136914
0.42000000000000004,54,screening,1,-1.7838279441603393
0.42000000000000004,56,screening,1,-1.7843451012895768
0.42000000000000004,58,screening,1,-1.7848263938968352
0.42000000000000004,60,screening,1,-1.785275427370024
0.42000000000000004,62,screening,1,-1.7856953395519506
0.42000000000000004,64,screening,1,-1.786088874142984
0.42000000000000004,66,screening,1,-1.7864584406970594
0.42000000000000004,68,screening,1,-1.7868061639832156
0.42000000000000004,70,screening,1,-1.7871339248485587
0.42000000000000004,72,screening,1,-1.787443394241993
0.42000000000000004,74,screening,1,-1.7877360616978608
0.42000000000000004,76,screening,1,-1.7880132593040639
0.42000000000000004,78,screening,1,-1.788276181968277
0.42000000000000004,80,screening,1,-1.7885259046325386
0.42000000000000004,82,screening,1,-1.788763396959149
0.42000000000000004,84,screening,1,-1.7889895359108627
0.42000000000000004,86,screening,1,-1.7892051165693696
0.42000000000000004,88,screening,1,-1.789410861473322
0.42000000000000004,90,screening,1,-1.789607428706978
0.42000000000000004,92,screening,1,-1.7897954189302248
0.42000000000000004,94,screening,1,-1.7899753815081672
0.42000000000000004,96,screening,1,-1.7901478198720155
0.42000000000000004,98,screening,1,-1.7903131962214314
0.42000000000000004,100,screening,1,-1.7904719356608225
0.42000000000000004,102,screening,1,-1.7906244298475058
0.42000000000000004,104,screening,1,-1.7907710402176562
0.42000000000000004,106,screening,1,-1.7909121008459588
0.42000000000000004,108,screening,1,-1.7910479209865964
0.42000000000000004,110,screening,1,-1.7911787873362357
0.42000000000000004,112,screening,1,-1.7913049660538651
0.42000000000000004,114,screening,1,-1.7914267045674228
0.42000000000000004,116,screening,1,-1.7915442331930236
0.42000000000000004,118,screening,1,-1.7916577665890692
0.42000000000000004,120,screening,1,-1.7917675050645652
0.42000000000000004,122,screening,1,-1.7918736357584104
0.42000000000000004,124,screening,1,-1.791976333704269
0.42000000000000004,126,screening,1,-1.7920757627937698
0.42000000000000004,128,screening,1,-1.7921720766491762
0.42000000000000004,130,screening,1,-1.7922654194153065
0.42000000000000004,132,screening,1,-1.7923559264792845
0.42000000000000004,134,screening,1,-1.7924437251256804
0.42000000000000004,136,screening,1,-1.7925289351337086
0.42000000000000004,138,screening,1,-1.7926116693223753
0.42000000000000004,140,screening,1,-1.7926920340487897
0.42000000000000004,142,screening,1,-1.792770129664269
0.42000000000000004,144,screening,1,-1.7928460509323512
0.42000000000000004,146,screening,1,-1.7929198874123726
0.42000000000000004,148,screening,1,-1.7929917238118784
0.42000000000000004,150,screening,1,-1.7930616403107773
0.42000000000000004,152,screening,1,-1.7931297128598538
0.42000000000000004,154,screening,1,-1.793196013455965
0.42000000000000004,156,screening,1,-1.7932606103960338
0.42000000000000004,158,screening,1,-1.7933235685117017
0.42000000000000004,160,screening,1,-1.793384949386353
0.42000000000000004,162,screening,1,-1.7934448115560313
0.42000000000000004,164,screening,1,-1.7935032106956206
0.42000000000000004,166,screening,1,-1.7935601997915473
0.42000000000000004,168,screening,1,-1.7936158293021187
0.42000000000000004,170,screening,1,-1.7936701473065204
0.42000000000000004,172,screening,1,-1.7937231996434069
0.42000000000000004,174,screening,1,-1.7937750300399027
0.42000000000000004,176,screening,1,-1.7938256802318049
0.42000000000000004,178,screening,1,-1.7938751900756622
0.42000000000000004,180,screening,1,-1.7939235976533652
0.42000000000000004,182,screening,1,-1.793970939369831
0.42000000000000004,184,screening,1,-1.7940172500443103
0.42000000000000004,186,screening,1,-1.794062562995785
0.42000000000000004,188,screening,1,-1.7941069101229095
0.42000000000000004,190,screening,1,-1.7941503219788968
0.42000000000000004,192,screening,1,-1.794192827841712
0.42000000000000004,194,screening,1,-1.7942344557799192
0.42000000000000004,196,screening,1,-1.794275232714488
0.42000000000000004,198,screening,1,-1.7943151844768508
0.42000000000000004,200,screening,1,-1.794354335863469
0.43,2,screening,1,-1.1706236852504504
0.43,4,screening,1,-1.4993760237644282
0.43,6,screening,1,-1.5839794241110439
0.43,8,screening,1,-1.6231794122905925
0.43,10,screening,1,-1.6459426162103705
0.43,12,screening,1,-1.6606160795173146
0.43,14,screening,1,-1.6709294127073344
0.43,16,screening,1,-1.6786154552621464
0.43,18,screening,1,-1.6845636520279745
0.43,20,screening,1,-1.6893030128332374
0.43,22,screening,1,-1.693167769958906
0.43,24,screening,1,-1.6963794137069508
0.43,26,screening,1,-1.6990905079295429
0.43,28,screening,1,-1.701375281576626
0.43,30,screening,1,-1.7033332227471545
0.43,32,screening,1,-1.7050441890570927
0.43,34,screening,1,-1.7065521244449804
0.43,36,screening,1,-1.7078911340516139
0.43,38,screening,1,-1.7090880911975854
0.43,40,screening,1,-1.7101644573239179
0.43,42,screening,1,-1.7111375787699363
0.43,44,screening,1,-1.7120216277913018
0.43,46,screening,1,-1.7128282966881443
0.43,48,screening,1,-1.7135673174374613
0.43,50,screening,1,-1.7142468559422126
0.43,52,screening,1,-1.7148738148245284
0.43,54,screening,1,-1.715454068590222
0.43,56,screening,1,-1.7159926481525707
0.43,58,screening,1,-1.7164938869958362
0.43,60,screening,1,-1.7169615379698382
0.43,62,screening,1,-1.7173988673765512
0.43,64,screening,1,-1.7178087313375072
0.43,66,screening,1,-1.7181936382164003
0.43,68,screening,1,-1.7185557999796757
0.43,70,screening,1,-1.7188971747163555
0.43,72,screening,1,-1.719219502042872
0.43,74,screening,1,-1.7195243327441425
0.43,76,screening,1,-1.7198130537165959
0.43,78,screening,1,-1.7200869090594852
0.43,80,screening,1,-1.7203470179909444
0.43,82,screening,1,-1.7205943901328145
0.43,84,screening,1,-1.720829938604278
0.43,86,screening,1,-1.7210544912822177
0.43,88,screening,1,-1.7212688005209105
0.43,90,screening,1,-1.721473551571499
0.43,92,screening,1,-1.7216693698997223
0.43,94,screening,1,-1.7218568275665154
0.43,96,screening,1,-1.7220364488085531
0.43,98,screening,1,-1.722208714933375
0.43,100,screening,1,-1.722374068625342
0.43,102,screening,1,-1.7225329177435136
0.43,104,screening,1,-1.7226856386800482
0.43,106,screening,1,-1.7228325793373191
0.43,108,screening,1,-1.7229740617733242
0.43,110,screening,1,-1.7231103845577085
0.43,112,screening,1,-1.723241824874673
0.43,114,screening,1,-1.7233686404039401
0.43,116,screening,1,-1.7234910710066225
0.43,118,screening,1,-1.7236093402392123
0.43,120,screening,1,-1.7237236567157812
0.43,122,screening,1,-1.7238342153358632
0.43,124,screening,1,-1.723941198393217
0.43,126,screening,1,-1.724044776578734
0.43,128,screening,1,-1.7241451098891016
0.43,130,screening,1,-1.7242423484513922
0.43,132,screening,1,-1.724336633272513
0.43,134,screening,1,-1.7244280969213903
0.43,136,screening,1,-1.7245168641508237
0.43,138,screening,1,-1.7246030524651452
0.43,140,screening,1,-1.7246867726391175
0.43,142,screening,1,-1.7247681291928814
0.43,144,screening,1,-1.7248472208272454
0.43,146,screening,1,-1.7249241408231202
0.43,148,screening,1,-1.7249989774084957
0.43,150,screening,1,-1.7250718140960064
0.43,152,screening,1,-1.7251427299937863
0.43,154,screening,1,-1.7252118000920547
0.43,156,screening,1,-1.7252790955276163
0.43,158,screening,1,-1.7253446838282278
0.43,160,screening,1,-1.7254086291386044
0.43,162,screening,1,-1.7254709924296567
0.43,164,screening,1,-1.7255318316923782
0.43,166,screening,1,-1.725591202117703
0.43,168,screening,1,-1.7256491562634837
0.43,170,screening,1,-1.725705744209666
0.43,172,screening,1,-1.7257610137026151
0.43,174,screening,1,-1.7258150102894698
0.43,176,screening,1,-1.7258677774433244
0.43,178,screening,1,-1.7259193566799529
0.43,180,screening,1,-1.7259697876667373
0.43,182,screening,1,-1.7260191083244036
0.43,184,screening,1,-1.726067354922114
0.43,186,screening,1,-1.7261145621664062
0.43,188,screening,1,-1.7261607632844544
0.43,190,screening,1,-1.7262059901020588
0.43,192,screening,1,-1.7262502731167526
0.43,194,screening,1,-1.7262936415663819
0.43,196,screening,1,-1.7263361234934784
0.43,198,screening,1,-1.7263777458057241
0.43,200,screening,1,-1.7264185343327858
0.44,2,screening,1,-1.0695967702613516
0.44,4,screening,1,-1.4216654115472083
0.44,6,screening,1,-1.5114294061287765
0.44,8,screening,1,-1.5528691323608435
0.44,10,screening,1,-1.5765428870246287
0.44,12,screening,1,-1.5921261452037072
0.44,14,screening,1,-1.6030671485188073
0.44,16,screening,1,-1.6110602754285968
0.44,18,screening,1,-1.617247801848511
0.44,20,screening,1,-1.6221788723834
0.44,22,screening,1,-1.6262006136144387
0.44,24,screening,1,-1.629543149301278
0.44,26,screening,1,-1.6323650385979998
0.44,28,screening,1,-1.6347790750229245
0.44,30,screening,1,-1.636867679996561
0.44,32,screening,1,-1.6386924770619151
0.44,34,screening,1,-1.6403004604010816
0.44,36,screening,1,-1.6417280915044958
0.44,38,screening,1,-1.643004092598721
0.44,40,screening,1,-1.6441513960487961
0.44,42,screening,1,-1.6451885329269302
0.44,44,screening,1,-1.646130640336222
0.44,46,screening,1,-1.646990204242596
0.44,48,screening,1,-1.6477776154254336
0.44,50,screening,1,-1.6485015911819245
0.44,52,screening,1,-1.649169499135595
0.44,54,screening,1,-1.649787608671089
0.44,56,screening,1,-1.650352682190311
0.44,58,screening,1,-1.650873871030053
0.44,60,screening,1,-1.6513601430709102
0.44,62,screening,1,-1.651814893083936
0.44,64,screening,1,-1.6522410896219968
0.44,66,screening,1,-1.6526413398686626
0.44,68,screening,1,-1.6530179429976346
0.44,70,screening,1,-1.6533729343493113
0.44,72,screening,1,-1.6537081222166492
0.44,74,screening,1,-1.6540251186436343
0.44,76,screening,1,-1.654325365343203
0.44,78,screening,1,-1.6546101556136559
0.44,80,screening,1,-1.6548806529561981
0.44,82,screening,1,-1.6551379069587082
0.44,84,screening,1,-1.655382866902848
0.44,86,screening,1,-1.6556163934663182
0.44,88,screening,1,-1.6558392688242498
0.44,90,screening,1,-1.6560522053995295
0.44,92,screening,1,-1.656255853468267
0.44,94,screening,1,-1.6564508077914277
0.44,96,screening,1,-1.6566376134150556
0.44,98,screening,1,-1.6568167707582029
0.44,100,screening,1,-1.656988740088566
0.44,102,screening,1,-1.6571539454700994
0.44,104,screening,1,-1.6573127782538803
0.44,106,screening,1,-1.6574656001727108
0.44,108,screening,1,-1.6576127460909604
0.44,110,screening,1,-1.6577545264536393
0.44,112,screening,1,-1.657891229472396
0.44,114,screening,1,-1.6580231230808233
0.44,116,screening,1,-1.6581504566869898
0.44,118,screening,1,-1.6582734627473077
0.44,120,screening,1,-1.6583923581826332
0.44,122,screening,1,-1.6585073456547481
0.44,124,screening,1,-1.6586186147190183
0.44,126,screening,1,-1.6587263428670211
0.44,128,screening,1,-1.6588306964712072
0.44,130,screening,1,-1.6589318316421604
0.44,132,screening,1,-1.6590298950077598
0.44,134,screening,1,-1.659125024422405
0.44,136,screening,1,-1.659217349613535
0.44,138,screening,1,-1.6593069927718052
0.44,140,screening,1,-1.6593940690905702
0.44,142,screening,1,-1.6594786872596845
0.44,144,screening,1,-1.6595609499180695
0.44,146,screening,1,-1.6596409540690034
0.44,148,screening,1,-1.6597187914616767
0.44,150,screening,1,-1.6597945489421637
0.44,152,screening,1,-1.6598683087766257
0.44,154,screening,1,-1.6599401489492864
0.44,156,screening,1,-1.6600101434374432
0.44,158,screening,1,-1.6600783624655477
0.44,160,screening,1,-1.6601448727401977
0.44,162,screening,1,-1.6602097376676936
0.44,164,screening,1,-1.6602730175556386
0.44,166,screening,1,-1.660334769799949
0.44,168,screening,1,-1.6603950490584767
0.44,170,screening,1,-1.6604539074123563
0.44,172,screening,1,-1.6605113945160772
0.44,174,screening,1,-1.6605675577371846
0.44,176,screening,1,-1.6606224422864437
0.44,178,screening,1,-1.660676091339212
0.44,180,screening,1,-1.6607285461487051
0.44,182,screening,1,-1.660779846151785
0.44,184,screening,1,-1.6608300290678377
0.44,186,screening,1,-1.6608791309912567
0.44,188,screening,1,-1.6609271864780208
0.44,190,screening,1,-1.6609742286267932
0.44,192,screening,1,-1.661020289154937
0.44,194,screening,1,-1.6610653984698323
0.44,196,screening,1,-1.6611095857358147
0.44,198,screening,1,-1.6611528789370482
0.44,200,screening,1,-1.6611953049366257
0.45,2,screening,1,-0.9699638871173694
0.45,4,screening,1,-1.3466253251417588
0.45,6,screening,1,-1.4412199102878904
0.45,8,screening,1,-1.4846599009852746
0.45,10,screening,1,-1.509726025865766
0.45,12,screening,1,-1.5259219835663875
0.45,14,screening,1,-1.5373883086531837
0.45,16,screening,1,-1.5459293073753189
0.45,18,screening,1,-1.5524680695519457
0.45,20,screening,1,-1.557591491952494
0.45,22,screening,1,-1.5617707529728468
0.45,24,screening,1,-1.565244632123172
0.45,26,screening,1,-1.568177701018406
0.45,28,screening,1,-1.5706870581665735
0.45,30,screening,1,-1.5728582876068025
0.45,32,screening,1,-1.5747553880140135
0.45,34,screening,1,-1.5764271716883125
0.45,36,screening,1,-1.5779115153097925
0.45,38,screening,1,-1.5792382590292373
0.45,40,screening,1,-1.580431229966324
0.45,42,screening,1,-1.5815096837797744
0.45,44,screening,1,-1.5824893505823923
0.45,46,screening,1,-1.5833832063240934
0.45,48,screening,1,-1.584202050172561
0.45,50,screening,1,-1.5849549425149037
0.45,52,screening,1,-1.5856495413092686
0.45,54,screening,1,-1.586292363279691
0.45,56,screening,1,-1.5868889888404178
0.45,58,screening,1,-1.5874442244006695
0.45,60,screening,1,-1.5879622320433076
0.45,62,screening,1,-1.5884466339799395
0.45,64,screening,1,-1.588900597325983
0.45,66,screening,1,-1.589326903389359
0.45,68,screening,1,-1.5897280046754483
0.45,70,screening,1,-1.5901060720758176
0.45,72,screening,1,-1.5904630341575832
0.45,74,screening,1,-1.590800610054159
0.45,76,screening,1,-1.5911203371409004
0.45,78,screening,1,-1.591423594435453
0.45,80,screening,1,-1.5917116224739236
0.45,82,screening,1,-1.5919855402668812
0.45,84,screening,1,-1.592246359823716
0.45,86,screening,1,-1.5924949986426837
0.45,88,screening,1,-1.5927322904914356
0.45,90,screening,1,-1.5929589947449245
0.45,92,screening,1,-1.5931758045009683
0.45,94,screening,1,-1.5933833536561635
0.45,96,screening,1,-1.5935822230942611
0.45,98,screening,1,-1.5937729461142283
0.45,100,screening,1,-1.593956013204781
0.45,102,screening,1,-1.5941318762553758
0.45,104,screening,1,-1.5943009522797602
0.45,106,screening,1,-1.5944636267166639
0.45,108,screening,1,-1.5946202563626086
0.45,110,screening,1,-1.5947711719838016
0.45,112,screening,1,-1.5949166806473427
0.45,114,screening,1,-1.595057067806318
0.45,116,screening,1,-1.5951925991685687
0.45,118,screening,1,-1.5953235223748699
0.45,120,screening,1,-1.5954500685088187
0.45,122,screening,1,-1.5955724534577993
0.45,124,screening,1,-1.595690879141881
0.45,126,screening,1,-1.5958055346253575
0.45,128,screening,1,-1.595916597123811
0.45,130,screening,1,-1.596024232917968
0.45,132,screening,1,-1.5961285981842614
0.45,134,screening,1,-1.5962298397508294
0.45,136,screening,1,-1.596328095786637
0.45,138,screening,1,-1.596423496430527
0.45,140,screening,1,-1.596516164366219
0.45,142,screening,1,-1.596606215348601
0.45,144,screening,1,-1.5966937586860592
0.45,146,screening,1,-1.59677889768307
0.45,148,screening,1,-1.59686173004682
0.45,150,screening,1,-1.5969423482612293
0.45,152,screening,1,-1.5970208399313708
0.45,154,screening,1,-1.5970972881009968
0.45,156,screening,1,-1.5971717715455882
0.45,158,screening,1,-1.5972443650430896
0.45,160,screening,1,-1.5973151396243046
0.45,162,screening,1,-1.5973841628047016
0.45,164,screening,1,-1.597451498799216
0.45,166,screening,1,-1.5975172087214997
0.45,168,screening,1,-1.5975813507689063
0.45,170,screening,1,-1.5976439803943916
0.45,172,screening,1,-1.5977051504663962
0.45,174,screening,1,-1.5977649114176808
0.45,176,screening,1,-1.597823311383994
0.45,178,screening,1,-1.5978803963333712
0.45,180,screening,1,-1.5979362101868004
0.45,182,screening,1,-1.5979907949309127
0.45,184,screening,1,-1.598044190723312
0.45,186,screening,1,-1.5980964359910974
0.45,188,screening,1,-1.5981475675230805
0.45,190,screening,1,-1.5981976205561763
0.45,192,screening,1,-1.598246628856374
0.45,194,screening,1,-1.5982946247946985
0.45,196,screening,1,-1.5983416394185124
0.45,198,screening,1,-1.5983877025184807
0.45,200,screening,1,-1.5984328426915244
0.46,2,screening,1,-0.8716318951878534
0.46,4,screening,1,-1.2733093217723357
0.46,6,screening,1,-1.3730851909226893
0.46,8,screening,1,-1.418779587926841
0.46,10,screening,1,-1.4451323032888044
0.46,12,screening,1,-1.4620938287653027
0.46,14,screening,1,-1.47400243951548
0.46,16,screening,1,-1.482875870439151
0.46,18,screening,1,-1.4897416132679142
0.46,20,screening,1,-1.4952109500191857
0.46,22,screening,1,-1.4996701198913607
0.46,24,screening,1,-1.5032852912523154
0.46,26,screening,1,-1.5063304657107222
0.46,28,screening,1,-1.5089359367290096
0.46,30,screening,1,-1.5111904770912286
0.46,32,screening,1,-1.513160480416729
0.46,34,screening,1,-1.5148965923897273
0.46,36,screening,1,-1.5164381168146437
0.46,38,screening,1,-1.5178160212202532
0.46,40,screening,1,-1.5190550350594711
0.46,42,screening,1,-1.5201751447193488
0.46,44,screening,1,-1.5211926783494654
0.46,46,screening,1,-1.5221211060359179
0.46,48,screening,1,-1.522971638792959
0.46,50,screening,1,-1.523753683000104
0.46,52,screening,1,-1.5244751894034452
0.46,54,screening,1,-1.5251429241536936
