delta,S,regime,n_zero_crossings,v_star
0.22,8,screening,1,-4.209362993498571
0.22,10,screening,1,-4.212397157775174
0.22,12,screening,1,-4.214413326719329
0.22,14,screening,1,-4.215850214531599
0.22,16,screening,1,-4.216926113700256
0.22,18,screening,1,-4.217761877800375
0.22,20,screening,1,-4.21842983014507
0.22,22,screening,1,-4.218975901093489
0.22,24,screening,1,-4.219430660881252
0.22,26,screening,1,-4.219815245126303
0.22,28,screening,1,-4.220144733757233
0.22,30,screening,1,-4.220430174850452
0.22,32,screening,1,-4.22067984767314
0.22,34,screening,1,-4.220900078919601
0.22,36,screening,1,-4.221095786276434
0.22,38,screening,1,-4.221270849981212
0.22,40,screening,1,-4.221428372694794
0.22,42,screening,1,-4.221570864985561
0.22,44,screening,1,-4.221700380136681
0.22,46,screening,1,-4.221818613726154
0.22,48,screening,1,-4.221926978271049
0.22,50,screening,1,-4.222026659928922
0.22,52,screening,1,-4.2221186620944975
0.22,54,screening,1,-4.222203839294055
0.22,56,screening,1,-4.222282923806527
0.22,58,screening,1,-4.222356546769296
0.22,60,screening,1,-4.222425255057288
0.22,62,screening,1,-4.222489524890993
0.22,64,screening,1,-4.222549772889842
0.22,66,screening,1,-4.222606365113461
0.22,68,screening,1,-4.222659624505582
0.22,70,screening,1,-4.222709837060401
0.22,72,screening,1,-4.222757256960085
0.22,74,screening,1,-4.222802110878292
0.22,76,screening,1,-4.222844601603462
0.22,78,screening,1,-4.222884911104141
0.22,80,screening,1,-4.222923203134026
0.22,82,screening,1,-4.222959625455434
0.22,84,screening,1,-4.222994311744828
0.22,86,screening,1,-4.223027383232218
0.22,88,screening,1,-4.22305895011679
0.22,90,screening,1,-4.22308911279364
0.22,92,screening,1,-4.223117962920346
0.22,94,screening,1,-4.223145584347277
0.22,96,screening,1,-4.223172053931508
0.22,98,screening,1,-4.223197442251004
0.22,100,screening,1,-4.223221814233023
0.22,102,screening,1,-4.223245229708538
0.22,104,screening,1,-4.223267743902639
0.22,106,screening,1,-4.22328940786937
0.22,108,screening,1,-4.2233102688782225
0.22,110,screening,1,-4.223330370758434
0.22,112,screening,1,-4.223349754206372
0.22,114,screening,1,-4.22336845706053
0.22,116,screening,1,-4.223386514548071
0.22,118,screening,1,-4.223403959506278
0.22,120,screening,1,-4.223420822581832
0.22,122,screening,1,-4.223437132410495
0.22,124,screening,1,-4.223452915779377
0.22,126,screening,1,-4.223468197773754
0.22,128,screening,1,-4.223483001910101
0.22,130,screening,1,-4.223497350256844
0.22,132,screening,1,-4.223511263544128
0.22,134,screening,1,-4.223524761263742
0.22,136,screening,1,-4.223537861760235
0.22,138,screening,1,-4.223550582314092
0.22,140,screening,1,-4.223562939217786
0.22,142,screening,1,-4.2235749478453855
0.22,144,screening,1,-4.223586622716383
0.22,146,screening,1,-4.223597977554245
0.22,148,screening,1,-4.2236090253402345
0.22,150,screening,1,-4.223619778362912
0.22,152,screening,1,-4.223630248263739
0.22,154,screening,1,-4.223640446079111
0.22,156,screening,1,-4.223650382279171
0.22,158,screening,1,-4.2236600668036575
0.22,160,screening,1,-4.223669509095079
0.22,162,screening,1,-4.22367871812942
0.22,164,screening,1,-4.223687702444599
0.22,166,screening,1,-4.223696470166871
0.22,168,screening,1,-4.22370502903535
0.22,170,screening,1,-4.223713386424778
0.22,172,screening,1,-4.223721549366733
0.22,174,screening,1,-4.2237295245693565
0.22,176,screening,1,-4.223737318435732
0.22,178,screening,1,-4.223744937081039
0.22,180,screening,1,-4.223752386348554
0.22,182,screening,1,-4.223759671824588
0.22,184,screening,1,-4.223766798852472
0.22,186,screening,1,-4.22377377254561
0.22,188,screening,1,-4.22378059779973
0.22,190,screening,1,-4.223787279304334
0.22,192,screening,1,-4.223793821553451
0.22,194,screening,1,-4.223800228855707
0.22,196,screening,1,-4.223806505343801
0.22,198,screening,1,-4.223812654983386
0.22,200,screening,1,-4.223818681581425
0.23,2,screening,1,-3.9380725844383546
0.23,4,screening,1,-3.9765851198494744
0.23,6,screening,1,-3.988958359308872
0.23,8,screening,1,-3.9950706380586
0.23,10,screening,1,-3.9987142819851287
0.23,12,screening,1,-4.001119310906138
0.23,14,screening,1,-4.002821213978327
0.23,16,screening,1,-4.004095270184806
0.23,18,screening,1,-4.005084798298018
0.23,20,screening,1,-4.005875536252923
0.23,22,screening,1,-4.006521919008763
0.23,24,screening,1,-4.00706016943742
0.23,26,screening,1,-4.007515326809336
0.23,28,screening,1,-4.007905253579862
0.23,30,screening,1,-4.008243034738601
0.23,32,screening,1,-4.008538474913306
0.23,34,screening,1,-4.008799065706377
0.23,36,screening,1,-4.0090306297908676
0.23,38,screening,1,-4.009237761132177
0.23,40,screening,1,-4.0094241328496505
0.23,42,screening,1,-4.009592716931344
0.23,44,screening,1,-4.0097459439052905
0.23,46,screening,1,-4.009885820776716
0.23,48,screening,1,-4.0100140194261815
0.23,50,screening,1,-4.0101319437543195
0.23,52,screening,1,-4.010240781305046
0.23,54,screening,1,-4.010341543397974
0.23,56,screening,1,-4.0104350966473135
0.23,58,screening,1,-4.010522187949567
0.23,60,screening,1,-4.010603464466256
0.23,62,screening,1,-4.010679489733431
0.23,64,screening,1,-4.010750756746437
0.23,66,screening,1,-4.010817698662403
0.23,68,screening,1,-4.010880697611573
0.23,70,screening,1,-4.010940091996194
0.23,72,screening,1,-4.0109961825714056
0.23,74,screening,1,-4.01104923753885
0.23,76,screening,1,-4.011099496835079
0.23,78,screening,1,-4.011147175759451
0.23,80,screening,1,-4.011192468057227
0.23,82,screening,1,-4.011235548551004
0.23,84,screening,1,-4.011276575395806
0.23,86,screening,1,-4.011315692019202
0.23,88,screening,1,-4.011353028796587
0.23,90,screening,1,-4.011388704502871
0.23,92,screening,1,-4.011422827574622
0.23,94,screening,1,-4.011455497210951
0.23,96,screening,1,-4.01148680433664
0.23,98,screening,1,-4.011516832447234
0.23,100,screening,1,-4.011545658352637
0.23,102,screening,1,-4.011573352833139
0.23,104,screening,1,-4.011599981219689
0.23,106,screening,1,-4.011625603908418
0.23,108,screening,1,-4.011650276817948
0.23,110,screening,1,-4.011674051796769
0.23,112,screening,1,-4.011696976986938
0.23,114,screening,1,-4.011719097149456
0.23,116,screening,1,-4.0117404539559685
0.23,118,screening,1,-4.011761086250771
0.23,120,screening,1,-4.011781030286603
0.23,122,screening,1,-4.011800319937219
0.23,124,screening,1,-4.01181898688939
0.23,126,screening,1,-4.01183706081659
0.23,128,screening,1,-4.011854569536401
0.23,130,screening,1,-4.011871539153368
0.23,132,screening,1,-4.011887994188867
0.23,134,screening,1,-4.011903957699325
0.23,136,screening,1,-4.011919451384016
0.23,138,screening,1,-4.011934495683465
0.23,140,screening,1,-4.0119491098694144
0.23,142,screening,1,-4.011963312127189
0.23,144,screening,1,-4.011977119631186
0.23,146,screening,1,-4.011990548614161
0.23,148,screening,1,-4.01200361443089
0.23,150,screening,1,-4.012016331616736
0.23,152,screening,1,-4.012028713941591
0.23,154,screening,1,-4.012040774459609
0.23,156,screening,1,-4.012052525555117
0.23,158,screening,1,-4.0120639789850285
0.23,160,screening,1,-4.012075145918079
0.23,162,screening,1,-4.0120860369711595
0.23,164,screening,1,-4.012096662242976
0.23,166,screening,1,-4.012107031345289
0.23,168,screening,1,-4.012117153431911
0.23,170,screening,1,-4.012127037225655
0.23,172,screening,1,-4.012136691043414
0.23,174,screening,1,-4.012146122819498
0.23,176,screening,1,-4.012155340127377
0.23,178,screening,1,-4.012164350199972
0.23,180,screening,1,-4.012173159948581
0.23,182,screening,1,-4.012181775980556
0.23,184,screening,1,-4.012190204615835
0.23,186,screening,1,-4.012198451902396
0.23,188,screening,1,-4.012206523630735
0.23,190,screening,1,-4.012214425347422
0.23,192,screening,1,-4.012222162367814
0.23,194,screening,1,-4.01222973978797
0.23,196,screening,1,-4.012237162495858
0.23,198,screening,1,-4.012244435181859
0.23,200,screening,1,-4.012251562348656
0.24000000000000002,2,screening,1,-3.7296472880027522
0.24000000000000002,4,screening,1,-3.7753352199561263
0.24000000000000002,6,screening,1,-3.7899058278355007
0.24000000000000002,8,screening,1,-3.79709064131613
0.24000000000000002,10,screening,1,-3.801351140405209
0.24000000000000002,12,screening,1,-3.8041531038793104
0.24000000000000002,14,screening,1,-3.8061486539040685
0.24000000000000002,16,screening,1,-3.8076421170995176
0.24000000000000002,18,screening,1,-3.808801804240795
0.24000000000000002,20,screening,1,-3.8097283601574996
0.24000000000000002,22,screening,1,-3.810485662218554
0.24000000000000002,24,screening,1,-3.8111162048140153
0.24000000000000002,26,screening,1,-3.81164935572875
0.24000000000000002,28,screening,1,-3.812106061270756
0.24000000000000002,30,screening,1,-3.8125016629787356
0.24000000000000002,32,screening,1,-3.812847654706296
0.24000000000000002,34,screening,1,-3.8131528177000633
0.24000000000000002,36,screening,1,-3.8134239762458475
0.24000000000000002,38,screening,1,-3.8136665140480273
0.24000000000000002,40,screening,1,-3.8138847352989615
0.24000000000000002,42,screening,1,-3.8140821223341983
0.24000000000000002,44,screening,1,-3.814261522854412
0.24000000000000002,46,screening,1,-3.814425288197951
0.24000000000000002,48,screening,1,-3.8145753769713195
0.24000000000000002,50,screening,1,-3.8147134337572743
0.24000000000000002,52,screening,1,-3.8148408496236135
0.24000000000000002,54,screening,1,-3.814958809159968
0.24000000000000002,56,screening,1,-3.815068327416773
0.24000000000000002,58,screening,1,-3.815170279188123
0.24000000000000002,60,screening,1,-3.8152654224280225
0.24000000000000002,62,screening,1,-3.8153544171269145
0.24000000000000002,64,screening,1,-3.8154378406431744
0.24000000000000002,66,screening,1,-3.8155162002427034
0.24000000000000002,68,screening,1,-3.815589943422295
0.24000000000000002,70,screening,1,-3.815659466460681
0.24000000000000002,72,screening,1,-3.8157251215423496
0.24000000000000002,74,screening,1,-3.815787222724557
0.24000000000000002,76,screening,1,-3.8158460509608836
0.24000000000000002,78,screening,1,-3.8159018583509194
0.24000000000000002,80,screening,1,-3.8159548717516767
0.24000000000000002,82,screening,1,-3.8160052958598323
0.24000000000000002,84,screening,1,-3.8160533158531105
0.24000000000000002,86,screening,1,-3.81609909966266
0.24000000000000002,88,screening,1,-3.8161427999351942
0.24000000000000002,90,screening,1,-3.8161845557332157
0.24000000000000002,92,screening,1,-3.8162244940132184
0.24000000000000002,94,screening,1,-3.816262730914983
0.24000000000000002,96,screening,1,-3.816299372889528
0.24000000000000002,98,screening,1,-3.816334517688806
0.24000000000000002,100,screening,1,-3.8163682552365104
0.24000000000000002,102,screening,1,-3.8164006683963305
0.24000000000000002,104,screening,1,-3.816431833651474
0.24000000000000002,106,screening,1,-3.8164618217071853
0.24000000000000002,108,screening,1,-3.8164906980262585
0.24000000000000002,110,screening,1,-3.81651852330607
0.24000000000000002,112,screening,1,-3.816545353904457
0.24000000000000002,114,screening,1,-3.8165712422207227
0.24000000000000002,116,screening,1,-3.816596237037198
0.24000000000000002,118,screening,1,-3.8166203838260278
0.24000000000000002,120,screening,1,-3.8166437250252634
0.24000000000000002,122,screening,1,-3.8166663002877677
0.24000000000000002,124,screening,1,-3.8166881467060136
0.24000000000000002,126,screening,1,-3.81670929901546
0.24000000000000002,128,screening,1,-3.816729789778839
0.24000000000000002,130,screening,1,-3.8167496495534228
0.24000000000000002,132,screening,1,-3.8167689070430764
0.24000000000000002,134,screening,1,-3.8167875892366703
0.24000000000000002,136,screening,1,-3.816805721534285
0.24000000000000002,138,screening,1,-3.816823327862427
0.24000000000000002,140,screening,1,-3.8168404307793597
0.24000000000000002,142,screening,1,-3.8168570515715294
0.24000000000000002,144,screening,1,-3.816873210341951
0.24000000000000002,146,screening,1,-3.816888926091322
0.24000000000000002,148,screening,1,-3.816904216792553
0.24000000000000002,150,screening,1,-3.816919099459338
0.24000000000000002,152,screening,1,-3.816933590209303
0.24000000000000002,154,screening,1,-3.816947704322228
0.24000000000000002,156,screening,1,-3.816961456293796
0.24000000000000002,158,screening,1,-3.8169748598852475
0.24000000000000002,160,screening,1,-3.8169879281693153
0.24000000000000002,162,screening,1,-3.817000673572751
0.24000000000000002,164,screening,1,-3.817013107915742
0.24000000000000002,166,screening,1,-3.8170252424484685
0.24000000000000002,168,screening,1,-3.8170370878850597
0.24000000000000002,170,screening,1,-3.8170486544351405
0.24000000000000002,172,screening,1,-3.8170599518331843
0.24000000000000002,174,screening,1,-3.817070989365836
0.24000000000000002,176,screening,1,-3.8170817758973694
0.24000000000000002,178,screening,1,-3.8170923198934337
0.24000000000000002,180,screening,1,-3.817102629443209
0.24000000000000002,182,screening,1,-3.8171127122801036
0.24000000000000002,184,screening,1,-3.817122575801103
0.24000000000000002,186,screening,1,-3.8171322270848633
0.24000000000000002,188,screening,1,-3.8171416729086554
0.24000000000000002,190,screening,1,-3.8171509197642366
0.24000000000000002,192,screening,1,-3.8171599738727253
0.24000000000000002,194,screening,1,-3.8171688411985656
0.24000000000000002,196,screening,1,-3.817177527462623
0.24000000000000002,198,screening,1,-3.817186038154496
0.24000000000000002,200,screening,1,-3.817194378544086
0.25,2,screening,1,-3.5346654805464923
0.25,4,screening,1,-3.5882098757796057
0.25,6,screening,1,-3.605150673040891
0.25,8,screening,1,-3.6134053426909873
0.25,10,screening,1,-3.618319138961116
0.25,12,screening,1,-3.621578755463745
0.25,14,screening,1,-3.623899096582195
0.25,16,screening,1,-3.6256350019621073
0.25,18,screening,1,-3.6269825728594136
0.25,20,screening,1,-3.6280590057669113
0.25,22,screening,1,-3.62893865009351
0.25,24,screening,1,-3.629670949046113
0.25,26,screening,1,-3.6302900626373407
0.25,28,screening,1,-3.6308203491539786
0.25,30,screening,1,-3.631279645381157
0.25,32,screening,1,-3.6316813121777627
0.25,34,screening,1,-3.6320355555571147
0.25,36,screening,1,-3.6323503059490725
0.25,38,screening,1,-3.6326318189279094
0.25,40,screening,1,-3.63288509518307
0.25,42,screening,1,-3.6331141801562468
0.25,44,screening,1,-3.633322381736647
0.25,46,screening,1,-3.6335124310180844
0.25,48,screening,1,-3.6336866027662533
0.25,50,screening,1,-3.6338468069043746
0.25,52,screening,1,-3.63399465883794
0.25,54,screening,1,-3.6341315341169107
0.25,56,screening,1,-3.6342586113593995
0.25,58,screening,1,-3.634376906276145
0.25,60,screening,1,-3.6344872988764236
0.25,62,screening,1,-3.63459055539805
0.25,64,screening,1,-3.634687346117757
0.25,66,screening,1,-3.634778259917402
0.25,68,screening,1,-3.6348638162750997
0.25,70,screening,1,-3.6349444751971878
0.25,72,screening,1,-3.6350206454920806
0.25,74,screening,1,-3.6350926917002355
0.25,76,screening,1,-3.635160939928163
0.25,78,screening,1,-3.6352256827835108
0.25,80,screening,1,-3.6352871835687655
0.25,82,screening,1,-3.6353456798603347
0.25,84,screening,1,-3.635401386575595
0.25,86,screening,1,-3.6354544986113777
0.25,88,screening,1,-3.635505193122168
0.25,90,screening,1,-3.635553631494132
0.25,92,screening,1,-3.6355999610613243
0.25,94,screening,1,-3.6356443166025225
0.25,96,screening,1,-3.635686821650726
0.25,98,screening,1,-3.6357275896420984
0.25,100,screening,1,-3.6357667249268846
0.25,102,screening,1,-3.635804323661239
0.25,104,screening,1,-3.6358404745960478
0.25,106,screening,1,-3.635875259776332
0.25,108,screening,1,-3.6359087551628604
0.25,110,screening,1,-3.635941031185878
0.25,112,screening,1,-3.635972153239436
0.25,114,screening,1,-3.636002182123631
0.25,116,screening,1,-3.636031174441055
0.25,118,screening,1,-3.636059182952881
0.25,120,screening,1,-3.6360862568993038
0.25,122,screening,1,-3.6361124422884323
0.25,124,screening,1,-3.6361377821572023
0.25,126,screening,1,-3.636162316807402
0.25,128,screening,1,-3.6361860840195663
0.25,130,screening,1,-3.636209119247099
0.25,132,screening,1,-3.636231455792728
0.25,134,screening,1,-3.636253124969157
0.25,136,screening,1,-3.636274156245515
0.25,138,screening,1,-3.6362945773810718
0.25,140,screening,1,-3.636314414547471
0.25,142,screening,1,-3.6363336924406346
0.25,144,screening,1,-3.6363524343833307
0.25,146,screening,1,-3.6363706624193006
0.25,148,screening,1,-3.63638839739975
0.25,150,screening,1,-3.6364056590629232
0.25,152,screening,1,-3.6364224661073714
0.25,154,screening,1,-3.636438836259529
0.25,156,screening,1,-3.6364547863360697
0.25,158,screening,1,-3.6364703323015353
